"year","make","model","mpg"
2001,"KAWASAKI","ZG1200 VOYAGER XII",37
2001,"KAWASAKI","ZR-7S",12
2001,"KAWASAKI","ZRX1200",null
2001,"KAWASAKI","ZX1100 NINJA ZX-11",112
2001,"KAWASAKI","ZX1200 NINJA ZX-12R",null
2001,"KAWASAKI","ZX600 NINJA ZX-6",56
2001,"KAWASAKI","ZX600 NINJA ZX-6R",null
2001,"KAWASAKI","ZX750 NINJA ZX-7R",133
2001,"KAWASAKI","ZX900 NINJA ZX-9R",66
2001,"KENWORTH","C500",88
2001,"KENWORTH","K100E",84
2001,"KENWORTH","K300",null
2001,"KENWORTH","T2000",null
2001,"KENWORTH","T300",4
2001,"KENWORTH","T600A",96
2001,"KENWORTH","T800",140
2001,"KENWORTH","W900",66
2001,"KIA","MAGENTIS",null
2001,"KIA","OPTIMA",null
2001,"KIA","RIO",null
2001,"KIA","SEPHIA",null
2001,"KIA","SPECTRA",null
2001,"KIA","SPORTAGE",62
2001,"KTM","125 EXC",60
2001,"KTM","125 SX",null
2001,"KTM","125 SXS",null
2001,"KTM","200 EXC",63
2001,"KTM","200 MXC",null
2001,"KTM","250 EXC",5
2001,"KTM","250 MXC",9
2001,"KTM","250 SX",8
2001,"KTM","250 SXS",null
2001,"KTM","300 EXC",96
2001,"KTM","300 MXC",null
2001,"KTM","380 EXC",90
2001,"KTM","380 MXC",null
2001,"KTM","380 SX",null
2001,"KTM","400 EXC",null
2001,"KTM","400 LC4",null
2001,"KTM","400 MXC",null
2001,"KTM","400 SX",null
2001,"KTM","50 JR ADVENTURE",null
2001,"KTM","50 MINI ADVENTURE",null
2001,"KTM","50 SX PRO SR LC",41
2001,"KTM","520 EXC",null
2001,"KTM","520 MXC",87
2001,"KTM","520 SX",null
2001,"KTM","640 ADVENTURE",null
2001,"KTM","640 DUKE II",null
2001,"KTM","640 SUPERMOTO",null
2001,"KTM","660 RALLY",48
2001,"KYMCO","COBRA 50",null
2001,"KYMCO","PEOPLE 50",87
2001,"KYMCO","ZX 50",102
2001,"LAFORZA","LAFORZA",null
2001,"LAMBORGHINI","DIABLO",73
2001,"LAMBORGHINI","MURCIELAGO",null
2001,"LAND ROVER","DISCOVERY",58
2001,"LAND ROVER","FREELANDER",null
2001,"LAND ROVER","RANGE ROVER",null
2001,"LEXUS","ES300",null
2001,"LEXUS","GS300",12
2001,"LEXUS","GS430",130
2001,"LEXUS","IS300",null
2001,"LEXUS","LS430",null
2001,"LEXUS","LX470",null
2001,"LEXUS","RX300",149
2001,"LINCOLN","CONTINENTAL",null
2001,"LINCOLN","LS",85
2001,"LINCOLN","NAVIGATOR",null
2001,"LINCOLN","TOWN CAR",null
2001,"LOTUS","ESPRIT",null
2001,"MACK","CH",17
2001,"MACK","CL",4
2001,"MACK","CS200P MID-LINER",91
2001,"MACK","CS300P MID-LINER",71
2001,"MACK","CV",null
2001,"MACK","DM",29
2001,"MACK","DMM",null
2001,"MACK","LE",null
2001,"MACK","MR",98
2001,"MACK","MS200P MID-LINER",null
2001,"MACK","MS250P MID-LINER",143
2001,"MACK","MS300P MID-LINER",null
2001,"MACK","RB",null
2001,"MACK","RD",null
2001,"MAZDA",626,112
2001,"MAZDA","B2300",53
2001,"MAZDA","B2500",null
2001,"MAZDA","B3000",null
2001,"MAZDA","B4000",null
2001,"MAZDA","MIATA",null
2001,"MAZDA","MILLENIA",null
2001,"MAZDA","MPV",null
2001,"MAZDA","PROTEGE",30
2001,"MAZDA","TRIBUTE",null
2001,"MERCEDES-BENZ","C240",58
2001,"MERCEDES-BENZ","C320",23
2001,"MERCEDES-BENZ","CL500",149
2001,"MERCEDES-BENZ","CL55 AMG",135
2001,"MERCEDES-BENZ","CL600",null
2001,"MERCEDES-BENZ","CLK320",57
2001,"MERCEDES-BENZ","CLK430",null
2001,"MERCEDES-BENZ","CLK55 AMG",null
2001,"MERCEDES-BENZ","E320",null
2001,"MERCEDES-BENZ","E430",null
2001,"MERCEDES-BENZ","E55 AMG",null
2001,"MERCEDES-BENZ","ML320",80
2001,"MERCEDES-BENZ","ML430",127
2001,"MERCEDES-BENZ","ML55 AMG",91
2001,"MERCEDES-BENZ","S430",30
2001,"MERCEDES-BENZ","S500",null
2001,"MERCEDES-BENZ","S55 AMG",87
2001,"MERCEDES-BENZ","S600",null
2001,"MERCEDES-BENZ","SL500",80
2001,"MERCEDES-BENZ","SL600",7
2001,"MERCEDES-BENZ","SLK230",68
2001,"MERCEDES-BENZ","SLK320",null
2001,"MERCURY","COUGAR",137
2001,"MERCURY","GRAND MARQUIS",88
2001,"MERCURY","MOUNTAINEER",57
2001,"MERCURY","SABLE",92
2001,"MERCURY","VILLAGER",20
2001,"MITSUBISHI","DIAMANTE",null
2001,"MITSUBISHI","ECLIPSE",81
2001,"MITSUBISHI","GALANT",null
2001,"MITSUBISHI","MIRAGE",null
2001,"MITSUBISHI","MONTERO",98
2001,"MITSUBISHI","MONTERO SPORT",null
2001,"MITSUBISHI FUSO","FE",104
2001,"MITSUBISHI FUSO","FE-CA",null
2001,"MITSUBISHI FUSO","FE-HD",104
2001,"MITSUBISHI FUSO","FE-SP",12
2001,"MITSUBISHI FUSO","FG",null
2001,"MITSUBISHI FUSO","FH",48
2001,"MITSUBISHI FUSO","FK",57
2001,"MITSUBISHI FUSO","FM-HR",147
2001,"MITSUBISHI FUSO","FM-MR",null
2001,"MITSUBISHI FUSO","FM-SP",null
2001,"MITSUBISHI FUSO","FM-SR",91
2001,"MOTO GUZZI","CALIFORNIA EV",null
2001,"MOTO GUZZI","CALIFORNIA JACKEL",null
2001,"MOTO GUZZI","CALIFORNIA SPECIAL",null
2001,"MOTO GUZZI","V11 SPORT",null
2001,"MOTO GUZZI","V11 SPORT ROSSO MANDELLO",149
2001,"MOTOR COACH INDUSTRIES","102D3",61
2001,"MOTOR COACH INDUSTRIES","102DL3",null
2001,"MOTOR COACH INDUSTRIES","102EL3",null
2001,"MOTOR COACH INDUSTRIES","J4500",136
2001,"MV AGUSTA","F4-S",null
2001,"MV AGUSTA","F4-S 1+1",null
2001,"NEW FLYER","C30LF",null
2001,"NEW FLYER","C40LF",null
2001,"NEW FLYER","D30LF",null
2001,"NEW FLYER","D40LF",null
2001,"NEW FLYER","D60LF",141
2001,"NISSAN","ALMERA",null
2001,"NISSAN","ALTIMA",88
2001,"NISSAN","ALTRA EV",null
2001,"NISSAN","FRONTIER",null
2001,"NISSAN","MAXIMA",null
2001,"NISSAN","PATHFINDER",null
2001,"NISSAN","PICKUP",null
2001,"NISSAN","QUEST",null
2001,"NISSAN","SENTRA",97
2001,"NISSAN","TSUBAME",19
2001,"NISSAN","TSURU",null
2001,"NISSAN","URVAN",146
2001,"NISSAN","XTERRA",121
2001,"NOVA BUS CORPORATION","RTS",22
2001,"OLDSMOBILE","ALERO",null
2001,"OLDSMOBILE","AURORA",null
2001,"OLDSMOBILE","BRAVADA",57
2001,"OLDSMOBILE","INTRIGUE",138
2001,"OLDSMOBILE","SILHOUETTE",null
2001,"ORION BUS","ORION II",65
2001,"ORION BUS","ORION V",38
2001,"ORION BUS","ORION VI",38
2001,"OSHKOSH MOTOR TRUCK CO.","H",79
2001,"OSHKOSH MOTOR TRUCK CO.","P",null
2001,"OTTAWA","YT30",136
2001,"OTTAWA","YT50",38
2001,"OTTAWA","YT60T",null
2001,"PANOZ","ESPERANTE",null
2001,"PETERBILT",270,6
2001,"PETERBILT",320,105
2001,"PETERBILT",330,null
2001,"PETERBILT",357,null
2001,"PETERBILT",362,126
2001,"PETERBILT",377,null
2001,"PETERBILT",378,3
2001,"PETERBILT",379,90
2001,"PETERBILT",385,null
2001,"PETERBILT",387,20
2001,"PEUGEOT",206,null
2001,"PEUGEOT",306,null
2001,"PEUGEOT",406,null
2001,"PLYMOUTH","NEON",null
2001,"PLYMOUTH","PROWLER",null
2001,"POLARIS","120 XC SP",null
2001,"POLARIS","340 DELUXE",null
2001,"POLARIS","340 TOURING",69
2001,"POLARIS","440 PRO X",65
2001,"POLARIS",500,null
2001,"POLARIS","500 CLASSIC",125
2001,"POLARIS","500 CLASSIC TOURING",25
2001,"POLARIS","500 RMK",null
2001,"POLARIS","500 XC",72
2001,"POLARIS","500 XC SP",149
2001,"POLARIS","600 CLASSIC",55
2001,"POLARIS","600 CLASSIC TOURING",null
2001,"POLARIS","600 PRO X",146
2001,"POLARIS","600 RMK",79
2001,"POLARIS","600 XC SP",130
2001,"POLARIS","700 CLASSIC",142
2001,"POLARIS","700 RMK",43
2001,"POLARIS","700 SKS",null
2001,"POLARIS","700 XC SP",null
2001,"POLARIS","800 LE",83
2001,"POLARIS","800 RMK",null
2001,"POLARIS","800 RMK SP 144",null
2001,"POLARIS","800 RMK SP 151",92
2001,"POLARIS","800 XC SP",null
2001,"POLARIS","800 XCR",49
2001,"POLARIS","DIESEL (455CC)",92
2001,"POLARIS","GENESIS",null
2001,"POLARIS","MAGNUM 325 2X4",null
2001,"POLARIS","MAGNUM 325 4X4",null
2001,"POLARIS","MAGNUM 500 4X4",null
2001,"POLARIS","PRO 1200",null
2001,"POLARIS","RANGER 2X4 425",107
2001,"POLARIS","RANGER 4X4 500",42
2001,"POLARIS","RANGER 6X6 500",null
2001,"POLARIS","SCRAMBLER 400 2X4",11
2001,"POLARIS","SCRAMBLER 400 4X4",55
2001,"POLARIS","SCRAMBLER 50",null
2001,"POLARIS","SCRAMBLER 500 2X4",95
2001,"POLARIS","SCRAMBLER 500 4X4",null
2001,"POLARIS","SCRAMBLER 90",null
2001,"POLARIS","SLH",99
2001,"POLARIS","SLX",132
2001,"POLARIS","SPORT TOURING",86
2001,"POLARIS","SPORT TOURING ES",64
2001,"POLARIS","SPORTSMAN 400",67
2001,"POLARIS","SPORTSMAN 500 6X6",55
2001,"POLARIS","SPORTSMAN 500 HO",null
2001,"POLARIS","SPORTSMAN 500 HO RSE",31
2001,"POLARIS","SPORTSMAN 90",92
2001,"POLARIS","SUPER SPORT",61
2001,"POLARIS","TRAIL BLAZER 250",87
2001,"POLARIS","TRAIL BOSS 325",88
2001,"POLARIS","TRAIL RMK",35
2001,"POLARIS","VIRAGE",null
2001,"POLARIS","VIRAGE TX",87
2001,"POLARIS","VIRAGE TXI",91
2001,"POLARIS","WIDE TRAK LX",null
2001,"POLARIS","WORKER 500",21
2001,"POLARIS","XCF SP",45
2001,"POLARIS","XPEDITION 325",95
2001,"POLARIS","XPEDITION 425",119
2001,"POLARIS","XPLORER 250 4X4",null
2001,"POLARIS","XPLORER 300 4X4",null
2001,"POLARIS","XPLORER 400 4X4",67
2001,"PONTIAC","AZTEK",71
2001,"PONTIAC","BONNEVILLE",null
2001,"PONTIAC","FIREBIRD",59
2001,"PONTIAC","GRAND AM",null
2001,"PONTIAC","GRAND PRIX",51
2001,"PONTIAC","MONTANA",97
2001,"PONTIAC","SUNFIRE",null
2001,"PORSCHE",911,null
2001,"PORSCHE","BOXSTER",35
2001,"QVALE","MANGUSTA",149
2001,"RENAULT","MEGANE",45
2001,"RENAULT","SCENIC",135
2001,"ROLLS ROYCE","CORNICHE",57
2001,"ROLLS ROYCE","SILVER SERAPH",null
2001,"SAAB","9-3",null
2001,"SAAB","9-5",66
2001,"SATURN","L100",16
2001,"SATURN","L200",null
2001,"SATURN","L300",null
2001,"SATURN","LS SERIES",null
2001,"SATURN","LW SERIES",null
2001,"SATURN","LW200",144
2001,"SATURN","LW300",null
2001,"SATURN","SC SERIES",30
2001,"SATURN","SC1",null
2001,"SATURN","SC2",146
2001,"SATURN","SL",null
2001,"SATURN","SL SERIES",149
2001,"SATURN","SL1",null
2001,"SATURN","SL2",74
2001,"SATURN","SW SERIES",null
2001,"SATURN","SW2",97
2001,"SEA-DOO","GS",97
2001,"SEA-DOO","GTI",null
2001,"SEA-DOO","GTS",146
2001,"SEA-DOO","GTX",null
2001,"SEA-DOO","GTX DI",107
2001,"SEA-DOO","GTX RFI",null
2001,"SEA-DOO","RX",null
2001,"SEA-DOO","RX DI",null
2001,"SEA-DOO","RX X",95
2001,"SEA-DOO","XP",null
2001,"SEAT","LEON",71
2001,"SKI-DOO","FORMULA DELUXE 380 FAN",51
2001,"SKI-DOO","FORMULA DELUXE 500",null
2001,"SKI-DOO","FORMULA DELUXE 500 FAN",null
2001,"SKI-DOO","FORMULA DELUXE 600",149
2001,"SKI-DOO","FORMULA DELUXE 600 GSE",120
2001,"SKI-DOO","FORMULA DELUXE 700 GS",null
2001,"SKI-DOO","FORMULA DELUXE 700 GSE",null
2001,"SKI-DOO","GRAND TOURING 500",null
2001,"SKI-DOO","GRAND TOURING 600",null
2001,"SKI-DOO","GRAND TOURING 700 GS",132
2001,"SKI-DOO","GRAND TOURING 800 SE",85
2001,"SKI-DOO","MACH Z",null
2001,"SKI-DOO","MACH Z TECH PLUS",9
2001,"SKI-DOO","MINI Z",130
2001,"SKI-DOO","MX Z 380 FAN",null
2001,"SKI-DOO","MX Z 440 FAN",4
2001,"SKI-DOO","MX Z 440 X",81
2001,"SKI-DOO","MX Z 500",null
2001,"SKI-DOO","MX Z 500 FAN",null
2001,"SKI-DOO","MX Z 500 TRAIL",64
2001,"SKI-DOO","MX Z 600",null
2001,"SKI-DOO","MX Z 600 ADRENALINE",112
2001,"SKI-DOO","MX Z 600 TRAIL",null
2001,"SKI-DOO","MX Z 600 X",26
2001,"SKI-DOO","MX Z 700",null
2001,"SKI-DOO","MX Z 700 ADRENALINE",null
2001,"SKI-DOO","MX Z 700 TRAIL",107
2001,"SKI-DOO","MX Z 700 X",7
2001,"SKI-DOO","MX Z 800",147
2001,"SKI-DOO","MX Z 800 ADRENALINE",106
2001,"SKI-DOO","MX Z 800 X",117
2001,"SKI-DOO","SKANDIC 440 LT",null
2001,"SKI-DOO","SKANDIC 500 SWT",null
2001,"SKI-DOO","SKANDIC 500 WT",89
2001,"SKI-DOO","SKANDIC WT LC",129
2001,"SKI-DOO","SUMMIT 500 FAN",127
2001,"SKI-DOO","SUMMIT 600",105
2001,"SKI-DOO","SUMMIT 700",null
2001,"SKI-DOO","SUMMIT 700 HIGHMARK",null
2001,"SKI-DOO","SUMMIT 700 X",null
2001,"SKI-DOO","SUMMIT 800",31
2001,"SKI-DOO","SUMMIT 800 FOOTHILL",null
2001,"SKI-DOO","SUMMIT 800 HIGHMARK",null
2001,"SKI-DOO","SUMMIT 800 HIGHMARK X",null
2001,"SKI-DOO","SUMMIT 800 X",null
2001,"SKI-DOO","TOURING 380 FAN",null
2001,"SKI-DOO","TOURING 500 FAN",null
2001,"STERLING","ACTERRA 5500",null
2001,"STERLING","ACTERRA 6500",null
2001,"STERLING","ACTERRA 7500",13
2001,"STERLING","L7500",123
2001,"STERLING","SC7000 CARGO",131
2001,"STERLING TRUCK","A9500",null
2001,"STERLING TRUCK","A9513",null
2001,"STERLING TRUCK","AT9500",null
2001,"STERLING TRUCK","AT9513",null
2001,"STERLING TRUCK","CONDOR",47
2001,"STERLING TRUCK","L7501",88
2001,"STERLING TRUCK","L8500",null
2001,"STERLING TRUCK","L8513",6
2001,"STERLING TRUCK","L9500",75
2001,"STERLING TRUCK","L9511",null
2001,"STERLING TRUCK","LT7500",null
2001,"STERLING TRUCK","LT7501",null
2001,"STERLING TRUCK","LT8500",105
2001,"STERLING TRUCK","LT8511",72
2001,"STERLING TRUCK","LT8513",null
2001,"STERLING TRUCK","LT9500",35
2001,"STERLING TRUCK","LT9501",null
2001,"STERLING TRUCK","LT9511",null
2001,"STERLING TRUCK","LT9513",120
2001,"STERLING TRUCK","LT9522",null
2001,"SUBARU","FORESTER",113
2001,"SUBARU","IMPREZA",null
2001,"SUBARU","LEGACY",37
2001,"SUBARU","OUTBACK",69
2001,"SUZUKI","DR-Z250",103
2001,"SUZUKI","DR-Z400",50
2001,"SUZUKI","DR-Z400E",83
2001,"SUZUKI","DR-Z400S",null
2001,"SUZUKI","DR200SE",86
2001,"SUZUKI","DR650SE",116
2001,"SUZUKI","ESTEEM",64
2001,"SUZUKI","GRAND VITARA",null
2001,"SUZUKI","GS500",null
2001,"SUZUKI","GSF1200S BANDIT",31
2001,"SUZUKI","GSF600S BANDIT",null
2001,"SUZUKI","GSX-R1000",null
2001,"SUZUKI","GSX-R600",33
2001,"SUZUKI","GSX-R750",94
2001,"SUZUKI","GSX1300R HAYABUSA",null
2001,"SUZUKI","GSX600F KATANA",26
2001,"SUZUKI","GSX750F KATANA",null
2001,"SUZUKI","GZ250",41
2001,"SUZUKI","JR50",null
2001,"SUZUKI","JR80",null
2001,"SUZUKI","LS650 SAVAGE",47
2001,"SUZUKI","LT-A500F QUADMASTER",137
2001,"SUZUKI","LT-F160 QUADRUNNER",115
2001,"SUZUKI","LT-F250 QUADRUNNER",144
2001,"SUZUKI","LT-F250F QUADRUNNER 4X4",null
2001,"SUZUKI","LT-F300F KINGQUAD 4X4",null
2001,"SUZUKI","LT-F500F QUADRUNNER 4X4",91
2001,"SUZUKI","LT80 QUADSPORT",72
2001,"SUZUKI","RM125",139
2001,"SUZUKI","RM250",null
2001,"SUZUKI","RM80",null
2001,"SUZUKI","SV650",null
2001,"SUZUKI","SWIFT",34
2001,"SUZUKI","TL1000R",135
2001,"SUZUKI","TL1000S",null
2001,"SUZUKI","VITARA",18
2001,"SUZUKI","VL1500 INTRUDER",null
2001,"SUZUKI","VL800 INTRUDER VOLUSIA",null
2001,"SUZUKI","VS1400GL INTRUDER",null
2001,"SUZUKI","VS800GL INTRUDER",null
2001,"SUZUKI","VZ800 MARAUDER",33
2001,"TM","MX100",106
2001,"TM","MX250",62
2001,"TM","MX85 (17/14)",null
2001,"TOYOTA","4RUNNER",129
2001,"TOYOTA","AVALON",94
2001,"TOYOTA","CAMRY",69
2001,"TOYOTA","CELICA",null
2001,"TOYOTA","COROLLA",77
2001,"TOYOTA","ECHO",null
2001,"TOYOTA","HIGHLANDER",132
2001,"TOYOTA","LAND CRUISER",null
2001,"TOYOTA","MR2 SPYDER",null
2001,"TOYOTA","PRIUS",null
2001,"TOYOTA","RAV4",67
2001,"TOYOTA","SEQUOIA",null
2001,"TOYOTA","SIENNA",0
2001,"TOYOTA","SOLARA",39
2001,"TOYOTA","TACOMA",null
2001,"TOYOTA","TUNDRA",null
2001,"TRIUMPH","ADVENTURER",null
2001,"TRIUMPH","BONNEVILLE",null
2001,"TRIUMPH","DAYTONA 955I",116
2001,"TRIUMPH","LEGEND TT",null
2001,"TRIUMPH","SPEED TRIPLE",null
2001,"TRIUMPH","SPRINT RS",66
2001,"TRIUMPH","SPRINT ST",null
2001,"TRIUMPH","THUNDERBIRD",21
2001,"TRIUMPH","THUNDERBIRD SPORT",114
2001,"TRIUMPH","TIGER",29
2001,"TRIUMPH","TROPHY 1200",null
2001,"TRIUMPH","TROPHY 900",145
2001,"TRIUMPH","TT600",114
2001,"UD",1200,140
2001,"UD",1400,null
2001,"UD",1800,null
2001,"UD","1800CS",null
2001,"UD",2000,87
2001,"UD",2300,93
2001,"UD",2600,null
2001,"UD",3300,null
2001,"VICTORY","V92C",93
2001,"VICTORY","V92C DELUXE",null
2001,"VICTORY","V92SC",113
2001,"VOLKSWAGEN","BEETLE",29
2001,"VOLKSWAGEN","CABRIO",65
2001,"VOLKSWAGEN","COMBI",134
2001,"VOLKSWAGEN","DERBY",null
2001,"VOLKSWAGEN","EUROVAN",67
2001,"VOLKSWAGEN","GOLF",93
2001,"VOLKSWAGEN","JETTA",51
2001,"VOLKSWAGEN","PANEL",53
2001,"VOLKSWAGEN","PASSAT",null
2001,"VOLKSWAGEN","POINTER",null
2001,"VOLKSWAGEN","POINTER TRUCK",19
2001,"VOLKSWAGEN","SEDAN",0
2001,"VOLVO","C70",15
2001,"VOLVO","S40",126
2001,"VOLVO","S60",70
2001,"VOLVO","S80",null
2001,"VOLVO","V40",null
2001,"VOLVO","V70",129
2001,"WESTERN STAR",3700,null
2001,"WESTERN STAR",3800,null
2001,"WORKHORSE","FASTRACK FT1260",null
2001,"WORKHORSE","FASTRACK FT1460",76
2001,"WORKHORSE","FASTRACK FT1600",37
2001,"WORKHORSE","FASTRACK FT1800",47
2001,"WORKHORSE","P30",null
2001,"WORKHORSE","P32",56
2001,"WORKHORSE","P42",56
2001,"WORKHORSE","W20",36
2001,"WORKHORSE","W22",null
2001,"YAMAHA","BR250T BRAVO LT",135
2001,"YAMAHA","CW50 ZUMA II",26
2001,"YAMAHA","CY50 JOG",null
2001,"YAMAHA","FZS1000 FZ1",null
2001,"YAMAHA","GP1200 WAVERUNNER GP1200",null
2001,"YAMAHA","GP800A WAVERUNNER GP800R",36
2001,"YAMAHA","MM600 MOUNTAIN MAX 600",128
2001,"YAMAHA","MM700 MOUNTAIN MAX 700",null
2001,"YAMAHA","PW50",null
2001,"YAMAHA","PW80",74
2001,"YAMAHA","PZ500 PHAZER 500",null
2001,"YAMAHA","PZ500DX PHAZER DELUXE",null
2001,"YAMAHA","PZ500ML PHAZER MOUNTAIN LITE",null
2001,"YAMAHA","SH50 RAZZ",null
2001,"YAMAHA","SJ700 SUPER JET",null
2001,"YAMAHA","SRX700",null
2001,"YAMAHA","SRX700S",null
2001,"YAMAHA","SV1200 WAVERUNNER SUV1200",101
2001,"YAMAHA","SX500/R",null
2001,"YAMAHA","SX600/R",145
2001,"YAMAHA","SX700/R",null
2001,"YAMAHA","TTR125",null
2001,"YAMAHA","TTR125L",149
2001,"YAMAHA","TTR225",null
2001,"YAMAHA","TTR250",96
2001,"YAMAHA","TTR90",39
2001,"YAMAHA","TW200",89
2001,"YAMAHA","TZ250",29
2001,"YAMAHA","VK540 III",128
2001,"YAMAHA","VMX1200 V-MAX",70
2001,"YAMAHA","VT500 VENTURE 500",null
2001,"YAMAHA","VT500XL VENTURE 500 XL",100
2001,"YAMAHA","VT600 VENTURE 600",71
2001,"YAMAHA","VT700 VENTURE 700",null
2001,"YAMAHA","VX500 VMAX 500",null
2001,"YAMAHA","VX500DX VMAX 500 DELUXE",82
2001,"YAMAHA","VX600DX VMAX 600 DELUXE",16
2001,"YAMAHA","VX700 VMAX 700",null
2001,"YAMAHA","VX700DX VMAX 700 DELUXE",null
2001,"YAMAHA","WR250F",null
2001,"YAMAHA","WR426F",83
2001,"YAMAHA","XA1200A WAVERUNNER XLT1200",51
2001,"YAMAHA","XA800 WAVERUNNER XL800",null
2001,"YAMAHA","XC125 RIVA 125",null
2001,"YAMAHA","XL700 WAVERUNNER XL700",27
2001,"YAMAHA","XT225",136
2001,"YAMAHA","XV1600A ROAD STAR",37
2001,"YAMAHA","XV1600AS ROAD STAR MIDNIGHT",null
2001,"YAMAHA","XV1600AT ROAD STAR SILVERADO",null
2001,"YAMAHA","XV250 VIRAGO",null
2001,"YAMAHA","XVS1100 V STAR 1100 CUSTOM",null
2001,"YAMAHA","XVS1100A V STAR 1100 CLASSIC",null
2001,"YAMAHA","XVS650 V STAR CUSTOM",97
2001,"YAMAHA","XVS650A V STAR CLASSIC",88
2001,"YAMAHA","XVZ1300AL ROYAL STAR BOULEVARD",132
2001,"YAMAHA","XVZ1300CT ROYAL STAR TOUR DELUXE",100
2001,"YAMAHA","XVZ1300TF ROYAL STAR VENTURE",null
2001,"YAMAHA","YFA-1 BREEZE125",33
2001,"YAMAHA","YFM250 BEAR TRACKER",134
2001,"YAMAHA","YFM350F WOLVERINE 4X4",null
2001,"YAMAHA","YFM350X WARRIOR",null
2001,"YAMAHA","YFM400 BIG BEAR 2X4",47
2001,"YAMAHA","YFM400 BIG BEAR 4X4",null
2001,"YAMAHA","YFM400A KODIAK",null
2001,"YAMAHA","YFM400F KODIAK 4X4",7
2001,"YAMAHA","YFM600FW GRIZZLY 4X4",null
2001,"YAMAHA","YFM660R RAPTOR",63
2001,"YAMAHA","YFM80 BADGER",null
2001,"YAMAHA","YFS200 BLASTER",75
2001,"YAMAHA","YFZ350 BANSHEE",null
2001,"YAMAHA","YJ50 VINO",null
2001,"YAMAHA","YZ125",31
2001,"YAMAHA","YZ250",null
2001,"YAMAHA","YZ250F",51
2001,"YAMAHA","YZ426F",78
2001,"YAMAHA","YZ80",null
2001,"YAMAHA","YZF-R1",6
2001,"YAMAHA","YZF-R6",null
2001,"YAMAHA","YZF600R",37
2002,"ACURA","CL",null
2002,"ACURA","EL",144
2002,"ACURA","MDX",null
2002,"ACURA","NSX",67
2002,"ACURA","RL",null
2002,"ACURA","RSX",50
2002,"ACURA","TL",56
2002,"ALFA ROMEO",147,106
2002,"ALFA ROMEO",156,47
2002,"AMERICAN IRONHORSE","CLASSIC",null
2002,"AMERICAN IRONHORSE","LEGEND",null
2002,"AMERICAN IRONHORSE","OUTLAW",51
2002,"AMERICAN IRONHORSE","RANGER",null
2002,"AMERICAN IRONHORSE","SLAMMER",null
2002,"AMERICAN IRONHORSE","TEJAS",79
2002,"AMERICAN IRONHORSE","THUNDER",null
2002,"APRILIA","ATLANTIC 500",null
2002,"APRILIA","ETV 1000 CAPONORD",53
2002,"APRILIA","MOJITO CUSTOM 50",122
2002,"APRILIA","MOJITO RETRO 50",null
2002,"APRILIA","PEGASO 650",89
2002,"APRILIA","RALLY 50 (AIR COOLED)",null
2002,"APRILIA","RS 125",null
2002,"APRILIA","RS 250",null
2002,"APRILIA","RS 50",1
2002,"APRILIA","RST1000 FUTURA",129
2002,"APRILIA","RSV MILLE",135
2002,"APRILIA","RSV MILLE R",null
2002,"APRILIA","SCARABEO 100",148
2002,"APRILIA","SCARABEO 125",85
2002,"APRILIA","SCARABEO 150",103
2002,"APRILIA","SCARABEO 50 2T",null
2002,"APRILIA","SCARABEO 50 4T",null
2002,"APRILIA","SCARABEO 50 DITECH",null
2002,"APRILIA","SL1000 FALCO",null
2002,"APRILIA","SR 50 DITECH",60
2002,"ARCTIC CAT","250 2X4",86
2002,"ARCTIC CAT","250 4X4",null
2002,"ARCTIC CAT","300 2X4",7
2002,"ARCTIC CAT","300 4X4",29
2002,"ARCTIC CAT","375 AUTO 2X4",66
2002,"ARCTIC CAT","375 AUTO 4X4",94
2002,"ARCTIC CAT","4-STROKE TOURING",116
2002,"ARCTIC CAT","4-STROKE TRAIL",null
2002,"ARCTIC CAT","400 2X4",null
2002,"ARCTIC CAT","400 2X4 FIS",null
2002,"ARCTIC CAT","400 4X4",null
2002,"ARCTIC CAT","400 4X4 AUTO",null
2002,"ARCTIC CAT","400 4X4 FIS",null
2002,"ARCTIC CAT","500 4X4",122
2002,"ARCTIC CAT","500 4X4 AUTO",9
2002,"ARCTIC CAT","500 4X4 AUTO FIS",106
2002,"ARCTIC CAT","500 4X4 AUTO TBX",134
2002,"ARCTIC CAT","500 4X4 FIS",122
2002,"ARCTIC CAT","90 2X4",68
2002,"ARCTIC CAT","BEARCAT WIDETRACK",null
2002,"ARCTIC CAT","MOUNTAIN CAT 1000",117
2002,"ARCTIC CAT","MOUNTAIN CAT 500",126
2002,"ARCTIC CAT","MOUNTAIN CAT 570",38
2002,"ARCTIC CAT","MOUNTAIN CAT 600 EFI",null
2002,"ARCTIC CAT","MOUNTAIN CAT 600 EFI LE",null
2002,"ARCTIC CAT","MOUNTAIN CAT 800",109
2002,"ARCTIC CAT","MOUNTAIN CAT 800 EFI",null
2002,"ARCTIC CAT","MOUNTAIN CAT 800 EFI LE 144",96
2002,"ARCTIC CAT","MOUNTAIN CAT 800 EFI LE 151",null
2002,"ARCTIC CAT","MOUNTAIN CAT 800 LE 144",110
2002,"ARCTIC CAT","MOUNTAIN CAT 800 LE 151",null
2002,"ARCTIC CAT","PANTERA 550",114
2002,"ARCTIC CAT","PANTERA 600 EFI ESR",null
2002,"ARCTIC CAT","PANTERA 800 EFI ESR",null
2002,"ARCTIC CAT","PANTHER 440",1
2002,"ARCTIC CAT","PANTHER 570 ESR",86
2002,"ARCTIC CAT","PANTHER 570 R",102
